no,merek dagang,tujuan,kategori
778,FENVAL 200 EC ,penggerek pucuk Helicoverpa armigera ,umum 
779,METINDO 25 WP ,penggerek buah Heliothis armigera ,umum 
780,SUMIALPHA 25 EC ,penggerek pucuk Etiella vitella ,umum 
781,METINDO 80 SL ,penggerek buah Helicoverpa armigera ,umum 
782,DHARMASAN 600 EC ,"penggerek buah Earias sp., penggerek pucuk Heliothis sp. ",umum 
783,MATADOR 25 EC ,"penggerek buah Earias sp. , penggerek pucuk Heliothis sp. ",umum 
784,SIDARON 80 WP ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Mikania cordata ",umum 
785,GOQUAT 140 SL* ,gulma berdaun lebar Ageratum conyzoides  Borreria alata ,umum 
786,GOQUAT 140 SL* ,golongan rumput   Anoxopus compressus Imperata cylindrica Ottochloa nodosa ,umum 
787,LEBUR 480 SL ,- gulma berdaun lebar  Ageratum conyzoides  Borreria alata  Mikania micrantha- gulma golongan rumput  Axonopus compressus  Ottochloa nodosa  Paspalum conjugatum ,umum 
788,PROMOMIN 865 SL ,"gulma beredaun lebar Ageratum conyzoides, borreria alata, Chromolaena odorata, Mikania micrantha ",umum 
789,LINDAS 240 SL ,"Gulma berdaun sempit Ottochloa arnolttiana, Ischaemum timorense ",umum 
790,"CRASH 480 SL, DRYUP 480 SL, FUSILADE FORTE 150 EC ",gulma berdaun sempit Ottochloa nodosa ,umum 
791,NOMAD 495 SL ,gulma berdaun sempit Cynodon dactylon ,umum 
792,GLIDAMIN 300/100 SL ,"gulma berdaun sempit Axonopus copressus, Paspalum conjugatum ",umum 
793,GLIFOMIN 300/100 SL ,"gulma berdaun sempit Axonopus compressus, alang-alang Imperata cylindrica ",umum 
794,"GELEDEK SHS 480 SL, PETIR 480 SL ",gulma berdaun sempit Axonopus compressus ,umum 
795,BASMILANG 486 SL ,"gulma berdaun lebar Tetracera adscendens, gulma berdaun sempit Cynodon dactylon ",umum 
796,BECANO 500 SC ,"gulma berdaun lebar Mimosa pudica, gulma berdaun sempit Eleusine indica, Axonopus compressus ",umum 
797,GLIDAMIN 300/100 SL ,gulma berdaun lebar Mikania sp. ,umum 
798,SUPREMO 480 SL ,"gulma berdaun lebar Mikania micrantha, gulma berdaun sempit Axonopus compressus, Ottochloa nodosa ",umum 
799,GEMPUR 480 SL ,"gulma berdaun lebar Mikania micrantha, Diodia sarmentosa, Borreria alata, Clidemia hirta, Commelina diffusa ; gulma berdaun sempit Ischaemum timorense, Ottochloa arnottiana, Paspalum conjugatum ",umum 
800,STARMIN 865 SL ,"gulma berdaun lebar Commelina diffusa, Borreria alata, Synedrella nudiflora, Ageratum conyzoides, Cleome asvera, Mikania micrantha ",umum 
801,GRANDALLY 25 WP ,"gulma berdaun lebar Clidemia hirta, Chromolaena odorata, Mikania micrantha, Synedrella nodiflora ",umum 
802,BASMILANG 486 SL ,"gulma berdaun lebar Clibadium surinamensis, gulma berdaun sempit Paspalum conjugatum, Ottochloa nodosa ",umum 
803,WRAPUP 480 SL ,gulma berdaun lebar Calopogonium mucunoides ; gulma berdaun sempit Ottochloa nodosa ,umum 
804,KOMODOR 300/100 SL ,"gulma berdaun lebar Calopogonium mucunoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ottochloa nodosa ",umum 
805,CRASH 480 SL ,gulma berdaun lebar Calopogonium mucunoides ,umum 
806,ELANG GOLD 480 SL ,"gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Ottochloa nodosa, Setaria plicata ",umum 
807,PROMOXONE 280 SL* ,"gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Ischaemum timorense, Paspalum conjugatum ",umum 
808,ELANG 480 SL ,"gulma berdaun lebar Borreria alata, Mikania micrantha, dan gulma berdaun sempit Ottochloa nodosa ",umum 
809,LINDAS 240 SL ,"gulma berdaun lebar Borreria alata, gulma berdaun sempit Paspalum conjugatum ",umum 
810,"JOSSXONE 135 SL*, RAJABRANTAS 200 SL* ","Gulma berdaun lebar Borreria alata, Erigeron sumatrensis, gulma berdaun sempit Axonopus compressus ",umum 
811,ALADIN 865 SL  ,"gulma berdaun lebar Borreria alata, Dioda sarmentosa, Croton hirtus ",umum 
812,ELNINO 240 SL ,"gulma berdaun lebar Borreria alata, Ageratum conyzoides ",umum 
813,TYPHOON 240 SL ,gulma berdaun lebar Borreria alata ; gulma berdaun sempit Ottochloa nodosa ,umum 
814,GELEDEK SHS 480 SL ,gulma berdaun lebar Borreria alata ,umum 
815,BEHNQUAT 276 SL* ,"gulma berdaun lebar Asystasia intrusa, gulma berdaun sempit Ottochloa nodosa ",umum 
816,NOMAD 495 SL ,"gulma berdaun lebar Ageratum conyzoides, Tetracera adscendens, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum ",umum 
817,ALADIN 865 SL  ,"gulma berdaun lebar Ageratum conyzoides, Synedrella nodiflora, teki Cyperus kyllingia ",umum 
818,NOXONE 297 SL* ,"gulma berdaun lebar Ageratum conyzoides, Synedrella nodiflora, Cleome rutidosperma ; gulma berdaun sempit Axonopus compressus, Ottochloa nodosa, Paspalum conjugatum ",umum 
819,PROMOUP 488 SL ,"gulma berdaun lebar Ageratum conyzoides, Mikania micrantha, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum, Setaria plicata ",umum 
820,PIRANHA 250 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum ",umum 
821,PROMOLLY 20 WG ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Mikania micrantha, Synedrella nodiflora ",umum 
822,REALUP 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, Bidens pilosa, Phyllanthus niruri, Erigeron sumatrensis ; gulma berdaun sempit Axonopus compressus, Ischaemum timorense, Ottochloa nodosa ",umum 
823,SOLUSI 865 SL ,"gulma berdaun lebar Ageratum conyzoides, Chromolaena odorata, Clidemia hirta, Diodia sarmentosa, Mikania micrantha ",umum 
824,REDZONE 276 SL* ,"gulma berdaun lebar Ageratum conyzoides, Clidemia hirta, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum ",umum 
825,SIDAFOS 480 SL ,"gulma berdaun lebar Ageratum conyzoides, gulma berdaun sempit Axonopus compressus, teki Cyperus compressus, Cyperus kilingia ",umum 
826,SUPRETOX 276 SL* ,"gulma berdaun lebar Ageratum conyzoides, Mikania micrantha ; gulma berdaun sempit Ottochloa nodosa, teki Cyperus kyllingia ",umum 
827,PROMOTOP 531 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, gulma berdaun sempit Ischaemum timorense, Ottochloa nodosa ",umum 
828,BIONASA 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Diodia sarmantosa, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum ",umum 
829,TRACKER 480 EC ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Clidemia hirta, Mikania micrantha ",umum 
830,TRICLOMAX 834 EC ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Chromolaena odorata, Mikania micrantha ",umum 
831,ELNINO 240 SL ,golongan rumputOttochloa nodosa  ,umum 
832,KEN-TEC 276 SL* ,gulma berdaun lebar Ageratum conyzoidesBorreria alataCalopogonium mucunoidesgolongan rumputOttochloa nodosa ,umum 
833,HASTA-88 150 SL ,gulma berdaun lebar Ageratum conyzoidesCalopogonium mucunoidesgolongan rumput Axonopus compressusOttochloa nodosa  ,umum 
834,BADAI 160 SL ,gulma berdaun lebar Ageratum conyzoidesgolongan rumputCynodon dactylonteki Cyperus kyllingiaCyperus rotundus  ,umum 
835,ZAPARIS 240 SL ,gulma berdaun lebar Ageratum conyzoidesgolongan rumputDigitaria ciliaristeki Cyperus kyllingiaCyperus rotundus ,umum 
836,BESTOP 530 SL ,gulma berdaun lebar Chromolaena odorataDiodia sarmentosagolongan rumputOttochloa nodosa Paspalum conjugatum ,umum 
837,TYPHOON 240 SL ,gulma berdaun lebar Ageratum conyzoides ,umum 
838,"GELEDEK SHS 480 SL, PETIR 480 SL ",gulma berdaun lebar Ageratum conyzoides ; gulma berdaun sempit Paspalum conjugatum ,umum 
839,ELANG GOLD 480 SL ,alang-alang Imperata cylindrica ,umum 
840,BITOP 531 SL ,gulma berdaun lebar Paspalum conjugatum ,umum 
841,BITOP 531 SL ,gulma berdaun lebar Commelina diffusagulma berdaun sempit Ottochloa nodosa ,umum 
842,BATARA 135 SL* ,golongan rumputOttochloa nodosaPaspalum conjugatum  ,umum 
843,INDOFOS 480 SL ,gulma berdaun sempit           Paspalum conjugatum        Ottochloa nodosa ,umum 
844,KRESNAXONE 297 SL* ,"gulma berdaun lebar Ageratum conyzoides, Calopogonium mucunoides, gulma berdaun sempit Paspalum conjugatum, Brachiaria mutica ",umum 
845,RIDOX 480 SL ,"gulma berdaun lebar Asystasia gangetica, Borreria alata, Erigeron sumantrensis, Mikania micrantha; golongan rumput Imperata cylindrica, Ischaemum nodosa, Ottochloa nodosa ",umum 
846,TURMADAN 328 SL* ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Mikania micrantha, Synedrella nodiflora; golongan rumput Ischaemum timorense, Paspalum conjugatum ",umum 
847,SWEEPER 480 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alataChromolaena odoratagulma berdaun sempit Digitaria ciliarisOttochloa nodosa ,umum 
848,SUN UP 480 SL ,gulma berdaun lebarMikania micranthagulma rumputOttochloa nodosaPaspalum conjugatum ,umum 
849,AMMOSAT 125 SL ,gulma berdaun lebarMikania micranthagolongan rumputOttochola nodosa Paspalum conjugatum ,umum 
850,DIVAXONE MIX 255 SL* ,gulma berdaun lebarMikania micranthagolongan rumputOttochloa nodosaPaspalum conjugatumsemakDiodia sarmentosa ,umum 
851,NOXONE MIX 308 SL* ,gulma berdaun lebarDiodia sarmentosaMikania micrantha ,umum 
852,ROVER 60 WP ,gulma berdaun lebarCalopogonium mucunoidesMikania micrantha ,umum 
853,BULMA 400/150 SL ,Gulma berdaun lebarAsystasia gangeticaSynedrella nodifloraGulma berdaun sempitAxonopus compressusOttochloa nodosa ,umum 
854,ASSET 190 SL ,gulma berdaun lebarAgeratum conyzoidesCalopogonium mucunoidesgolongan rumputPaspalum conjugatum ,umum 
855,KINGLON 667 EC ,gulma berdaun lebarAgeratum conyzoidesBorreria alataChromolaena odorataEmilia sonchifoliaErechtites valerianfoliaMikania micranthaPeperomia pellucida ,umum 
856,NOXONE MIX 308 SL* ,golongan rumputOttochloa nodosa ,umum 
857,MARXONE 300 SL* ,Gulma berdaun lebar Asystasia gangetica Gulma berdaun sempitOttochloa nodosa ,umum 
858,AMMOSAT 125 SL ,gulma berdaun lebarBorerria alata ,umum 
859,LANTERN 270/120 SL ,Karet (TM) : gulma berdaun lebar Borreria alatagolongan rumputAxonopus compressusCentotheca lappaceaCrytococcum oxyphyllumSetaria plicata  ,umum 
860,GLIDAMIN 300/100 SL ,"gulma berdaun sempit Axonopus copressus, Paspalum conjugatum ",umum 
861,PUMARIS 240 SL ,gulma berdaun sempit Ottochloa nodosa ,umum 
862,GLIFOMIN 300/100 SL ,"gulma berdaun sempit Axonopus compressus, Centotecha lapacea, Ottochloa nodosa, paku-pakuan Cyclosorus aridus, Diplazium asperum, Nephrolepis bisserata, teki Cyperus iria ",umum 
863,SUPRA 615 SL ,"gulma berdaun lebar Neprholepsis bisserata, Mikania micrantha ; gulma berdaun sempit Ottochloa nodosa ",umum 
864,RAZOR 240 SL ,"gulma berdaun lebar Melastoma malabathricum, Borreria alata, Chromolaena odorata, gulma berdaun sempit Paspalum conjugatum ",umum 
865,SERBU 160 SL ,"gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Ischaemum timorense, Ottochloa nodosa, paspalum conjugatum ",umum 
866,STARANE 480 EC ,"gulma berdaun lebar Ageratum conyzoides, Mikania micrantha, Selaginela wildenowii ",umum 
867,SUPRA 615 SL ,gulma berdaun lebar Borreria alata ,umum 
868,SOLUSI 865 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Chromolaena odorata ",umum 
869,BREEZE 270/120 SL ,"gulma berdaun lebar Ageratum conyzoides, Artemisia dubia, Borreria alata, Calopogonium mucunoides gulma berdaun sempit Axonopus compresus, Ischaemum timorense, Ottochloa nodosa ",umum 
870,GLIDAMIN 300/100 SL ,gulma berdaun lebar Ageratum conyzoides ,umum 
871,ROUNDUP POWERMAX 660 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alatagolongan rumputOttochloa nodosaPaspalum conjugatum ,umum 
872,GULMAXONE 276 SL* ,gulma berdaun lebarBorreria alataDiodia sarmentosaSynedrella nodifloragolongan rumput Ottochloa nodosapakis Cyclosorus aridus  ,umum 
873,GLIFOMIN 300/100 SL ,alang-alang Imperata cylindrica ,umum 
874,GLUFOSTAR 135/40/7 ME ,"gulma berdaun lebar Ageratum conyzoides, Asystasia intrusa, Boreria alata, Clidermia hirta; golongan rumput Ischaemum timorense, Ottochloa nodosa ",umum 
875,OXXA 333 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata; gulma berdaun sempit Axonopus compressus, Digitaria sanguinalis ",umum 
876,HERBISTAR 380/40/8 ME ,"gulma berdaun lebar Asystasia intrusa, Ageratum conyzoides; gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum, Setaria plicata ",umum 
877,SWEEPER 480 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alataChromolaena odorata ,umum 
878,HERBATOP 276 SL* ,gulma berdaun lebarAgeratum sp. ,umum 
879,HERBATOP 276 SL* ,gulma berdaun lebarBorerria latifloragolongan rumputAxonopus compresusTekiCyperus spp. ,umum 
880,SPEEDUP 480 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alataCalopogonium mucunoidesChromolaena odoratagulma berdaun sempit Echinochloa colonumPaspalum conjugatumtekiCyperus rotundus  ,umum 
881,PROMEFON 250 EC ,penyakit jamur akar putih Rigidoporus lignosus ,umum 
882,METAZEB 80 WP ,penyakit embun tepung Oidium heveae ,umum 
883,BELLKUTE 40 WP ,penyakit gugur daun Coletotrichum gloeosporioides ,umum 
884,MR 20 PA ,penyakit bidang sadap moldy rot Ceratocystis fimbriata ,umum 
885,"BENLOX 50 WP, EXPLORE 250 EC, NATIVO 75 WG, PASKAL 50 WP , PROMEFON 250 EC ",penyakit bidang sadap Ceratocystis fimbriata ,umum 
886,"CER-ONE 10 PA, GUELA 12,5 PA, PROTHEPHON 10 PA ",Merangsang keluarnya lateks ,umum 
887,LATENE 98 LG ,meningkatkan produktivitas lateks dan karet kering ,umum 
888,"AEPON 100 SL, BIOPHON 10 PA, KATROL 100 PA, SUPEREL 10 PA ",meningkatkan produksi lateks ,umum 
889,"ALFAPON 100 PA, CHEETAH 490 SL, DERASTEX 1000 10 PA, DERASTEX 250 2,5 PA, FLOTEX 2,5 PA, FLOTEX 5 PA, GASTOR 100 PA, NARAPON 10 PA, NEWTEX 10 PA, NEWTEX 5 PA, RAGET 125  PA, STARPHON 10 PA, TAMAPON 10 PA, TASPON 10 PA, TEPHON 100 PA ",meningkatkan produksi karet kering ,umum 
890,GARLON 670 EC ,Mematikan tunggul tanaman ,umum 
891,ARBOTA 480 EC ,mematikan tunggul pohon ,umum 
892,KLEENUP 480 SL ,alang-alang Imperata cylindrica ,umum 
893,PENALTY 50 SC ,hama rayap Coptotermes curvignathus ,umum 
894,KATROL 10 PA ,Meningkatkan produksi lateks  ,umum 
895,PROMASIDA SL ,penyakit jamur akar putihRigidoporus microporus ,umum 
896,SANTREL 10 PA ,Merangsang keluarnya lateks ,umum 
897,X-TRAIL 480 SL ,meningkatkan produksi lateks dan produksi karet kering ,umum 
898,KARETFULL 25 SL ,meningkatkan produksi lateks ,umum 
899,STARTREK 288 EC ,gulma berdaun lebarAsystasia intrusa ,umum 
900,"FULLTEX 10 PA, PROMOTREL 110 PA  ",Meningkatkan produksi karet kering ,umum 
901,TERRCO 200 SL ,rayap tanah Coptotermes cuvignathus ,umum 
902,PROFOS 100 EC ,rayap tanah Coptotermes gestroi ,umum 
903,"BINTREK 25 EC, BIOTERMIKILL 100 EC, DTM 25 EC, MITIDA 200 SL, STEALTH 240 SC, TERMINATE 100 EC ",rayap tanah Coptotermes curvignathus ,umum 
904,WOODPRO 50 EC ,rayap tanah Coptotermes gestroi ,umum 
905,AMANI 400 EC ,rayap tanah Coptotermes cuvignathus  ,umum 
906,BANTREK 480 EC ,rayap tanah Coptotermes curvignathus  ,umum 
907,PROFOS 100 EC ,"rayap kayu kering Cryptotermes cynocephalus, rayap tanah Coptotermes gestroi ",umum 
908,AGENDA 25 EC ,"rayap kayu kering Cryptotermes cynocephalus, rayap tanah Coptotermes curvignathus ",umum 
909,TERRCO 200 SL ,"rayap kayu kering Cryptotermes cynocephalus, ",umum 
910,"AMARILIS 25 EC, TERMINATE 100 EC, TERMITOK 200 EC ",rayap kayu kering Cryptotermes cynocephalus ,umum 
911,ENTIBLU 450/100 SC ,jamur biru Diplodia sp. ,umum 
912,"LATREX 400 EC, TERMIKON 15 EC ",rayap tanahCoptotermes curvignathus ,umum 
913,WOODPRO 50 EC ,rayap kayu kering Cryptotermes cynocephalus ,umum 
914,"CISLIN 25 EC, PREMISE 200 SL ",rayap kayu keringCryptotermes cynocephalus ,umum 
915,PREMISE 200 SL ,kumbangHeterobostrychus aequalis ,umum 
916,PREMISE 200 SL ,kumbangLyctus brunneus ,umum 
917,WOODPRO 50 EC ,bubuk kayu kering Heterobostrychus aequalis ,umum 
918,PREMISE 200 SL ,rayap tanahCoptotermes gestroi ,umum 
919,MEGANIUM 200 EC ,rayap tanah Coptotermes curvignathus ,umum 
920,KILSTA 10 MCP ,bubuk kayu kering Lyctus bruneus ,umum 
921,AMICHLOR 400 EC ,penggulung daun (Lamprosema indicata) ,umum 
922,PESNAB 4 EC ,penyakit busuk batangSclerotium rolfsii ,umum 
923,"BANKILL 600/60 EC, Z-OFF 550 EC ",penggerek polong Etiella zinckenella ,umum 
924,RAGASA 500 EC ,kutu daun Aphis glycines ,umum 
925,PAREDO 250 EC ,meningkatkan hasil panen ,umum 
926,DRYUP 480 SL ,"gulma berdaun lebar Ageratum conyzoides, gulma berdaun sempit Paspalum conjugatum, Digitaris spp. ",umum 
927,ELANG 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Digitaria ciliaris, Eleusine indica ",umum 
928,ROUNDUP POWERMAX 660 SL ,alang-alang Imperata Cylindrica ,umum 
929,PENALTY 50 SC ,penggulung daunLamprosema indicata ,umum 
930,"ARTHUR 200 EC, MIPCIN 50 WP ",penggulung daun Lamprosema indicata ,umum 
931,YASITHRIN 30 EC ,penggulung daun Lamprosema abstitalis ,umum 
932,"CHASE 100 EC, DELTAKING 565 EC, DIMILIN 25 WP, FENVAL 200 EC, INDOTRIN  250 EC, NARAREL 550 EC ",penggulung daun Lamprosema indicata ,umum 
933,VENUS 400 SL ,"penggerek polong Etiella zinckenella, penggulung daun Lamprosema indicata, pengisap polong Nezara viridula ",umum 
934,PADAN 50 SP ,"penggerek polong Etiella zinckenella, perusak daun Phaedonia inclusa ",umum 
935,CYPERMAX 100 EC ,"penggulung aun Lamprosema indicata, perusak daun Plusia spp. ",umum 
936,RAINFOS 550 EC ,penggerek polongMaruca testulalis ,umum 
937,"CYPERMAX 100 EC, DELTAKING 565 EC, DIMACIDE 400 EC, INDOTRIN  250 EC, MESTAFEN 200 EC, RADFAST 550 EC ",penggerek polong Etiella zinckenella ,umum 
938,"DEKAMON 22,43 L ","Meningkatkan pengisian polong, jumlah polong berbiji dua, polong berbiji tiga, dan mutu biji ",umum 
939,"DEKAMON 1,2 GR ","Meningkatkan pertumbuhan komponen hasil (jumlah polong isi), hasil kedelai ",umum 
940,ETHREL 480 SL  ,memperbaiki fertilitas ,umum 
941,DELFIN WG ,"ulat jengkal Plusia chalcites, ulat penggulung daun Lamprosema indicata ",umum 
942,"AMCOTHENE 75 SP, MANUVER 400 SL ",ulat grayak Spodoptera sp. ,umum 
943,"AGROSIPER 100 EC, EMMA 22 EC, EXTRATIN 200 EC, HOTSHOT 200 EC, JAYAM 50 EC, TAMULDOK 25 EC ",ulat grayak Spodotera litura ,umum 
944,CAPTURE 50 EC ,"ulat grayak Spodotera litura, pengisap polong Nezara viridula, penggerek polong Etiella zinckenella ",umum 
945,"CAPTURE 50 EC, CHLORMITE 400 EC ",ulat jengkal Chrysodeixis chalcites ,umum 
946,ERGOSTIM 51/9 SL ,Meningkatkan jumlah biji dan jumlah polong ,umum 
947,DETONATOR 20 WP ,lalat bibit Ophiomyia phaseoli ,umum 
948,RUDAL 25 EC ,"ulat grayak Spodoptera litura, hama Empoasca sp., hama penggulung daun Lamprosema indicata, pengisap polong Nezara viridula, Piezodorus sp., penggerek polong Etiella zinckenella ",umum 
949,SCUD 50 EC ,"ulat grayak Spodoptera litura, lalat bibit Aromyza phaseoli ",umum 
950,MARSHAL 200 EC ,"ulat grayak Spodoptera litura, penggerek polong Etiella zinckenella ",umum 
951,TREBON 95 EC ,"ulat grayak Spodoptera litura, penggulung daun Lamprosema indicata ",umum 
952,FENVAL 200 EC ,"ulat grayak Spodoptera litura, pengisap polong Nezara viridula, perusak polong Heliothis armigera ",umum 
953,"AKRON 500 EC, ALTAC 15 EC, AMITAGE 200 EC, BENTO 50 EC, BOMBER 20 EC, BRAVO 50 EC, CYRUX 50 EC, DAITONA 400 EC, DELTA 25 EC, DHARMAFUR 3 GR, DHARMASAN 600 EC, DOBELDOR 50 EC, DUACIS 50 EC, FASTAC 15 EC, FENKILL 200 EC, FENTOP 30 EC, GOBANG 110 EC, INSTOP 311 EC, KANON 400 EC, KARROLIE 400 EC, KEJORA 15 EC, METINDO 25 WP, MIPCINDO 50 WP, PAJERO 230 EC, PENTACRON 500 EC, PREGO 20 EC, RUDOR 200 SL, SAMBA 100 EC, SANCORD 50 EC, SANFIDOR 200 SL, SIDIN 50 EC, STARLET 400 SL, TAMPIDOR 200 SL, THUKZHEPEN 420 EC ",ulat grayak Spodoptera litura ,umum 
954,TOMBAK 189 EC ,perusak daun Lamprosema indicata ,umum 
955,APPLAUD 100 EC ,tungau kuning Polyphagotarsonemus latus ,umum 
956,MATADOR 25 EC ,"perusak daun Plusia chalcites, penggulung daun Lamprosema indicata, penggerek polong Etiella sp. , kepik hijau  Nezara viridula, ulat grayak Spodoptera litura ",umum 
957,BASBAN 200 EC ,perusak daun Plusia chalcites ,umum 
958,DIMILIN 25 WP ,"perusak daun Plusia chalcites, kepik hijau Nezara viridula, ulat grayak Spodoptera litura ",umum 
959,"FLASHER 250 SC, NATIVO 75 WG ",penyakit karat Phakopsora pachyrhizi ,umum 
960,REMAZOLE-P 490 EC ,penyakit karat Phakopsora pachyrizi ,umum 
961,DIAZINON 600 EC ,Perusak daun Plusia chalcitesUlat grayakSpodoptera litura  ,umum 
962,TRIVIA 73 WP ,penyakit karat daun Phakospora pachyrhizi ,umum 
963,"ALDIGI 500 EC, INVERO 400 SL ","lalat bibit Ophiomya phaseoli, penggulung daun Lamprosema indicata ",umum 
964,HOPPER 500 EC ,"lalat bibit Ophiomya phaseoli, penggerek polong Etiella zinckenella ",umum 
965,SPONTANKING 400 SL ,"lalat bibit Ophiomya phaseoli, penggulung batang Lamprosema indicata ",umum 
966,"ALPHADINE 6 GR, CYPERMAX 100 EC, DAFAT 75 WG, INDODINE 6 GR, MARSHAL 25 DS ",lalat bibit Agromyza sp. ,umum 
