no,nama media,jenis media,penanggung jawab,pemimpin redaksi,badan hukum,provinsi,alamat,email
491,radartegal.com,Siber,Zuhlifar Arrisandy,Zuhlifar Arrisandy,Wahana Semesta Multimedia Tegal,Jawa Tengah,"Jl. Perintis Kemerdekaan No. 32  RT 10 RW 06 Panggung, Tegal Timur Kota Tegal",radartegalnews@gmail.com
492,persepsi.co.id,Siber,Moh.Hopip,Moh.Hopip,Persepsi Karya Cipta,Banten,"Jl.Kalodran Lipatik, Kelurahan Pageragung, Kecamatan Walantaka, Kota Serang Banten",persepsiredaksi@gmail.com
493,radarsolo.id,Siber,NUR WAHID,NUR WAHID,Surakarta Intermedia Pers,Jawa Tengah,"Jl. Kebangkitan Nasional No.37 Sriwedari, Laweyan",radarsolo@gmail.com
494,Radar Sumbawa,Cetak,RUDI HIDAYAT,RUDI HIDAYAT, TAMBORA MEDIA PRATAMA,Nusa Tenggara Barat,JLN BY PASS KM 3 KARANG DIMA KEC.LABUAN BADAS SUMBAWA BESAR,Radarsumbawa03@gmail.com
495,beritaini.com,Siber,Mursalim Majid,Mursalim Majid,Beritaini Media Internusa,Sulawesi Barat,"Jl. Abd Malik Pettana Endeng, Korongana Puri Mutiara II Blok A5 No. 10",beritaini.com@gmail.com
496,orbitdigitaldaily.com,Siber,M. Safii Sitorus,M. Safii Sitorus,Bumi Jurnalis Orbit,Sumatera Utara,"Jalan Asrama, Gedung Bumi Jurnalis Orbit, Komplek Bumi Asri Blok C No. 61-62 Medan",redaksiorbitmedan@gmail.com
497,Mediator,Cetak,TASMAN,TASMAN,Mediator Jambi Intermedia,Jambi,Jl. H.M.O Bafadhal No 41 Rt.02 Kel.Cempaka Putih Kec. Jelutung Kota Jambi,skh.mediator@yahoo.com
498,Kabarrakyat.id,Siber,Shodiq Syarif,Shodiq Syarif,Kabar Rakyat Sentosa,Jawa Timur,Perum. Pakis Kalirejo C18-22 Kabat Kabupaten Banyuwangi - Jawa Timur,redkabarrakyat@gmail.com
499,kliksumut.com,Siber,Puji Santoso,Puji Santoso,Klik Media Komunikasi,Sumatera Utara,Jalan Garu VI Kakaktua Perumahan Citra Harjosari B1 Kelurahan Harjosari I Kecamatan Medan Amplas,www.kliksumut@gmail.com
500,realitasonline.id,Siber,Drs H Agus Saparudin Lubis,Drs H Agus Saparudin Lubis,Media Realitas Siber,Sumatera Utara,Jalan Brigjen Katamso 43 Medan,realitasmailbox@gmail.com
501,detakbanten.com,Siber,AHMAD EKO NURSANTO,AHMAD EKO NURSANTO,PENAMAS CIPTA MANDIRI,Banten,Puri PamulangJalan Matahari V Blok H-2 No. 16 Kel. Bambu ApusKec. Pamulang,redaksi.detakbanten@gmail.com
502,ayosemarang.com,Siber,Roberto Arieza Martin Purba,Arri Widiarto,AYO MEDIA SEMARANG,Jawa Tengah,"Jalan Erlangga Tengah VII No. 17, Pleburan, Kecamatan Semarang Selatan, Kota Semarang, Jawa Tengah 50241Telepon: (024) 76585185",semarang@ayomedia.com
503,beritasatu.com,Siber,Primus Dorimulu,Anselmus Bata,Jakarta Globe Media,DKI Jakarta,BeritaSatu Plaza Jalan Gatot Subroto Kav 35-36 ,anselmusbata@gmail.com
504,jakartanews.id,Siber,Naek Pangaribuan,Naek Pangaribuan,Jakarta News Pers,DKI Jakarta,"Jl. Tanjung Barat Selatan No. 119 RT 02 RW 02, Jakarta Selatan, 12630",jakartanewspers@gmail.com
505,suararantau.com,Siber,DEFRI MULYADI,DEFRI MULYADI,Suara Rantau Mandiri,Sumatera Barat,"Jln Kopi 1 No 12 Alai Parak Kopi, Kecamatan Padang Utara",suarantau@gmail.com
506,Disway Berau Kaltara,Cetak, Arie Pramana Putra, Arie Pramana Putra,DUTA KALIMANTAN PRESS,Kalimantan Timur,"Jl. Durian III, RT 07, Kecamatan Tanjung Redeb",Diswayberaukaltara@gmail.com
507,luarbiasa.id,Siber,Martunas Situmeang,Martunas Situmeang,Bintana Terbaru Media,Kepulauan Riau,Komplek Pinlang Mas No.15-16 Lt 1-2-3 JL.DI Panjaitan-Batu IX Tanjungpinang,bintanatmedia@gmail.com
508,onlinebengkulu.com,Siber,RIKI SUSANTO,RIKI SUSANTO,Media Doa Lihani Pakar ,Bengkulu,"Jalan Kapten Tandean Km 6,5, No 48, RT/RW 005/002 Kel. Jembatan Kecil, Kec. Singgaran Pati Kota Bengkulu",mediadoalihanipakar20@gmail.com
509,Harian Jambi Independent,Cetak,Munawir MH,Munawir MH,PT. Jambi Independent Press,Jambi,Graha Pena Jambi. Jl. Jendral Sudirman No 100 Thehok Kota Jambi,jambi_independent_cetak@gmail.com
510,Jambi Independent Online,Siber,MUNAWIR,MUNAWIR,PERS MEDIA INDEPENDEN,Jambi,"Jln. Sudirman, No. 100, Thehok, Kota Jambi.(Graha Pena Jambi, Lantai 3)",webjambi@gmail.com
511,beritaseruyan.com,Siber,H. HAMLI TULIS,H. HAMLI TULIS,SERUYAN DIGITAL PERDANA,Kalimantan Tengah,"Jln Kihajar Dewantara Kuala Pembuang II, Kec. Seruyan Hilir Kabupaten Seruyan",beritaseruyan@yahoo.com
512,New Malang Pos,Cetak,Dhimam Abror,Dhimam Abror,Malang Pos Siber,Jawa Timur,Jl. Jembawan VII No. 8 Sawojajar II Blok 3F Malang,newmalangpos@gmail.com
513,ceknricek.com,Siber,Ilham Bintang,Ariful Hakim,PT Bintang Angkasa Berjaya,DKI Jakarta,"Jalan H. Saaba No.40 Meruya Selatan, Kembangan, Jakarta Barat 11650",ekoyuswantomail@yahoo.co.id
514,Sketsa Kepri,Cetak,Abdilah,Abdilah,Sketsa Media Nusantara,Kepulauan Riau,Jl. Pompa Air No. 063 Kota Tanjungpinang,sketsakepricetak@gmail.com
515,waspada.co.id,Siber,"Tribuana Said, MDS","Tribuana Said, MDS",PT Waspada Online,Sumatera Utara,Jl Brigjen Katamso / Letjen Suprapto no. 1 ,waspadaonlinetim@gmail.com / redaksi@waspada.co.id
516,Harian Umum Warta Bali,Cetak,IGMB DWIKORA PUTRA,IGMB DWIKORA PUTRA,PT WARTA BALI UTAMA,Bali,JALAN KEPUNDUNG No 61 B DENPASAR 80232,admwartabali@yahoo.com
517,koran sempena,Cetak,P.Arianto Pandiangan,P.Arianto Pandiangan, SEMPENA JAYA PERS,Kepulauan Riau,Jl.DI Panjaitan Km.IX Blok C no 50 Komp.Bintan Center,ariantopandi77@gmail.com
518,Memorandum.co.id,Siber,Ir. Arief Sosiawan MM,Ir. Arief Sosiawan MM,Memorandum Multimedia Sejahtera,Jawa Timur,Jl. Ketintang Baru III/91 Surabaya,memorandumcoid@gmail.com
519,intipos.com,Siber,Zulfikar Tanjung,Zulfikar Tanjung,INTI KARTIKA JAYA,Sumatera Utara,Jalan Intertip No.15 Pulo Brayan Darat II Medan Timur,intiposmedia@gmail.com
520,Radar Bojonegoro,Cetak,Dwi Setiyawan,Dwi Setiyawan,Bojonegoro Intermedia Pers,Jawa Timur,Jalan Ahmad Yani 39 Bojonegoro,radar_bj@yahoo.com
521,samuderakepri.co.id,Siber,MEYDIA HENDRA Y,MEYDIA HENDRA Y,MEDIA SAMUDERA KEPRI,Kepulauan Riau,JL.SULTAN MACHMUD GG.SWADAYA NO.26/28,admin@samuderakepri.co.id
522,Fixsnews.co.id,Siber,Sahatma Refindo,Sahatma Refindo,Inti Siber Media,Banten,"Jalan Perintis Kemerdekaan II no 9, Komp. Perkantoran Cikokol",redaksi.fixsnews@gmail.com
523,BSTV,Televisi,Haris Lesmana,Haris Lesmana,Budi Seruyan Cable Vision,Kalimantan Tengah,Jl. Brigjend Katamso No. 1 Kuala Pembuang 1,budiseruyan09@gmail.com
524,Progres.id,Siber,Mukhtar Amin,Mukhtar Amin,Progres Siber Media,Bengkulu,"Jl. Kroya, Dusun IV Desa Taba Tebelet Kecamatan Kepahiang",redaksi@progres.id
525,agtvnews.com,Siber,Danang Sumirat,Danang Sumirat,Anggada Multimedia Sejahtera,Jawa Timur,Jalan Singonegaran Tengah No 79,agtvnews@gmail.com
526,Bali Express,Cetak,I KETUT ARI TEJA,I KETUT ARI TEJA,BALI EKSPRES INTERMEDIA,Bali,"JL. COK AGUNG TRESNA NO.63 SUMERTA KLOD, DENPASAR TIMUR, DENPASAR-BALI 80239",redaksi.baliexpress@gmail.com
527,baliexpress.id,Siber,I Ketut Ari Teja,I Ketut Ari Teja,Bali Ekspres Intermedia,Bali,"Jalan Cok Agung Tresna No.63 Sumerta Kelod, Denpasar Timur - Denpasar Bali 80239",baliexpress@jawapos.com
528,Lintas Nusantara,Cetak,Sukarjito,Sukarjito,Nusantara Anugerah Abadi,Jawa Timur,"Keputran Kejambon II / 90c , Kec Genteng Kel Embong Kaliasin",nusantara.news31@yahoo.co.id
529,berita-sulsel.com,Siber,Aco Mappanganro,Aco Mappanganro,Azka Latifha Multimedia,Sulawesi Selatan,"Jalan Landuk Baru, Lr3 No 35, Banta-bantaeng, Rappocini, Makassar",mappanganro_83@yahoo.com
530,dutametro.com,Siber,Suci Martia,Suci Martia,Duta Metro Com,Sumatera Barat,Jalan Raya Ulu Gadut RT 001 / RW 006 Kelurahan Bandar Buat Kecamatan Lubuk Kilangan Kota Padang,mduta344@gmail.com
531,Suarakahayannews.com,Siber,Suratman,Suratman,Graha Pena Mandira,Kalimantan Tengah,Jalan Panunjung Tarung RT. 8 Kelurahan Pulang Pisau Kec. Kahayan Hilir,redaksi@suarakahayannews.com
532,Suara KIta,Cetak,AGUS SALIM UJUNG,AGUS SALIM UJUNG,SUARA KITA MANDIRI,Sumatera Utara,	Jl. H.A H Hasan Kel. Limau SUndai Binjai,Koransuarakita@yahoo.com
533,SSTV,Televisi,Vinsensius,Vinsensius,Media Sampit Televisi,Kalimantan Tengah,Jl. Tidar I No.1 Sampit,sstv43@yahoo.com
534,INIKATASULTRA.COM,Siber,IDUL AMIR,IDUL AMIR,PENA EMAS INDONESIA,Sulawesi Tenggara,"Jl. H. Banawula Sinapoy, Green Anggoeya Resort Blok C1 No. 6",redaksi@inikatasultra.com
535,indovizka.com,Siber,Amril Jambak,Amril Jambak, Indo Vizka Nusantara,Riau,Jl. Raja Ali Haji Lorong Tirta 2 No. 9 Kelurahan Sungai Beringin Kecamatan Tembilahan-Inhil,indovizka@gmail.com
536,Sketsakepri.co.id,Siber,Abdilah,Abdilah,Sketsa Media Nusantara,Kepulauan Riau,"Jl. Pompa Air No. 063 Kelurahan Tanjungpinang Timur, Kecamatan Bukit Bestari",sketsamedia.pt@gmail.com
537,Tanamonews.com,Siber,ROBBY OCTORA ROMANZA,ROBBY OCTORA ROMANZA,PT TANAMO MEDIA INTER PERS,Sumatera Barat,"Jl. Bawah Bungo No. 17 RT/RW. 01/12 Kel. Alai Parak Kopi, Kec. Padang Utara Padang City - West Sumatera 25139",redaksitanamonews@gmail.com
538,Metro Jambi,Cetak,Anton SH,Anton SH,JAMBI POSMETRO,Jambi,"Jl A Thalib No. 7-8 Pematang  Sulur, Telanaipura – Kota Jambi",wildanbungo@gmail.com
539,Siberone.com,Siber,SAFARI AL ROYYAN,SAFARI AL ROYYAN,PT Media Sentral Informasi,Riau,JL. Baharuddin Yusuf Tembilahan Kota,redaksisiberone@gmail.com
540,Terkini.id,Siber,Muhammad Yunus,Muhammad Yunus,Makassar Indomedia,Sulawesi Selatan,Jalan Letjend Mappaodang No.8,redaksi@terkini.id
541,JPNN.com,Siber,Antoni,Antoni,Jaringan Pemberitaan Nusantara Negeriku,DKI Jakarta,"Gedung Graha Pena Jawa Pos Lt 11, Jl. Raya Kebayoran Lama No.12, Kel. Grogol Utara, Kecamatan Kebayoran Lama",online@jpnn.com
542,Hukumonline.com,Siber,Fathan Qorib,Fathan Qorib,Justika Siar Media,DKI Jakarta,"AD Premier 9th floor Jl. TB Simatupang No. 5 Ragunan, Pasar Minggu, Jakarta Selatan 12550",redaksi@hukumonline.com
543,carapandang.com,Siber,Yayan Sopyani,Yayan Sopyani,Lintang Kreasindo Media,DKI Jakarta,Jl. Tebet Dalam IV No 7B Tebet Jakarta Selatan,carapandangcom@gmail.com
544,Media Satya Negeri Laskar Pelangi,Cetak,Yohanes Agus Ismunarno,Yohanes Agus Ismunarno,Cakrawala Babel Media,Kepulauan Bangka Belitung,"Jl. Rasakunda No.25 
Kelurahan Sriwijaya
Kecamatan Bukit Intan",negerilaskarpelangimedia@gmail.com
545,Harian Terbit,Cetak,H. ALI AKBAR,H. ALI AKBAR,PT. ASTRI CAHAYA GEMILANG,DKI Jakarta,"JL. DURI RAYA NO. 64 B RT.006/RW.01 KEL. DURI KEPA, KEC. KEBON JERUK, JAKARTA BARAT 11510",hanter.online@gmail.com
546,afederasi.com,Siber,M. Aminun Jabir,M. Aminun Jabir,PT.GLOBAL MEDIA EXPRESS,Jawa Timur,Jalan Iswayudi No. 23 Ringinpitu - Kedungwaru - Tulungagung - Jawa Timur,redaksiafederasi@gmail.com
547,harianterbit.com,Siber,H. ALI AKBAR SOLEMAN,H. ALI AKBAR SOLEMAN,PT. ASTRI CAHAYA GEMILANG,DKI Jakarta,"Jl. Duri Raya No.64 B, Rt.006/Rw.01, Duri Kepa, Kebon Jeruk",media.harianterbit@gmail.com
548,www.ewarta.co,Siber,EDWIN SYAPUTRA,EDWIN SYAPUTRA,PT. Media Akurasi Ewarta Jaya,Bengkulu,JL. MERAWAN 7 BLOK A No. 19 A SAWAH LEBAR KOTA BENGKULU,ewarta2020@gmail.com
549,www.berandang.com,Siber,Evan Trijasa,EVAN TRIJASA,PT. ZEO PERKASA MEDIA,Bengkulu,JLN. MAHONI PERUM PONDOK KHARISMA BLOK. J.23 BUMI AYU SELEBAR KOTA BENGKULU,evantrijasa13@gmail.com
550,koranmemo.com,Siber,ACHMAD SAICHU,ACHMAD SAICHU,PT EXPRESS MEDIA SEJAHTERA,Jawa Timur,Jln. Tosaren II No. 145 Kelurahan Tosaren Kecamatan Pesantren Kota Kediri,websitememo2@gmail.com
551,KORAN KABAR BENGKULU,Cetak,ALWIN FERARO,ALWIN FERARO,PT.NUR HIDAYAH BERSAUDARA BENGKULU,Bengkulu,Jl.Danau Dendam RT.01 Kelurahan Surabaya Kota Bengkulu,kabarbengkulu2020@gmail.com
552,Koran DOR,Cetak,YOUSRI NUR RAJA A,YOUSRI NUR RAJA A,PT MEDIA TEROPONGDOR GROUP,Jawa Timur,"JALAN KEPUH KIRIMAN DALAM RT 01 RW 01 NO 12, KECAMATAN WARU - SIDOARJO",persdor.johan@gmail.com
553,oku timur pos,Cetak,USMAN,USMAN,PT.CITRA OGAN KOMERING ULU MEDIA,Sumatera Selatan,Jl. Merdeka Rt/Rw 01/01 Kel. Sungai Tuha Jaya ,okutimurpos@gmail.com
554,hbabe.co.id,Siber,"ERNIS P HUTABARAT, SH","ERNIS P HUTABARAT, SH",BABE EDO MEDIATAMA,Kepulauan Riau,PERUMAHAN BTN GRIYA HARAPAN INDAH BLOK D.03,hbabeee@gmail.com
555,SRIWIJAYA TIMES,Cetak,BAGUS MIHARGO,BAGUS MIHARGO,PT. RAFLY MEDIA GRAFIKA,Sumatera Selatan,JALAN SERMA ZAKARIA NO. 58 BATURAJA,yuven_prusmart@yahoo.co.id
556,www.porospro.com,Siber,CIPTO SETYAWAN,CIPTO SETYAWAN,PT. POROSPRO MEDIA GRAHA,Riau,JALAN SEDERHANA GANG BELIMBING,redaksiporospro@gmail.com
557,redaksi9.com,Siber,Ni Ketut Wirati Astiti,Ni Ketut Wirati Astiti,PT KRISNA REDAKSI SEMBILAN,Bali,Jalan Siulan Gang Nusa Indah IV Denpasar,redaksi9com@gmail.com
558,realitamedia.com,Siber,HAMDAN RANGKUTI,HAMDAN RANGKUTI,PT. Info Lingga Sejahtera ,Kepulauan Riau,"Perum.Parisa Indah Blok A3 Nomor 20 Kel. Sei Langkai, Kec. Sagulung - Batam - Kepulauan Riau",realitamedia@yahoo.com
559,informasiterpercaya.com,Siber,Adi Siswoyo Wasgo,Adi Siswoyo Wasgo,Mia Adia Ramahdini,Sumatera Utara,Jalan Pertiwi Gang Kesuma No. 4,rafra1357@gmail.com / onlineredaksi3@gmail.com
560,indonesiainteraktif.com,Siber,Evi Endri,Evi Endri,Eradigital Indonesia Cerdas,Bengkulu,"Jalan Serayu No. 41 RT. 09 RW. 03, Kelurahan Padang Harapan Kecamatan Gading Cempaka",creatorbengkulu@gmail.com
561,insidepontianak.com,Siber,MUHLIS SUHAERI,MUHLIS SUHAERI,PT. PONTIANAK MEDIA SEJAHTERA,Kalimantan Barat,www.insidepontianak.com,redaksiinside2@gmail.com
562,regalianews.com,Siber,P.Arianto Pandiangan,P.Arianto Pandiangan,Muslim.SH,Kepulauan Riau,"Kantor Redaksi dan Pemasaran :Jalan R.H.Fisabillah,gg.Sidomulyo II,No.39
Kelurahan Sungai Jang,Kecamatan Bukit Bestari,Kota Tanjungpinang,Tel /Fax : 0771 
 - 4444 220/Hp : 0812 - 70777 999,Email abdullahmustafa194@gmail.com, Tanjungpinang,Kepulauanriau.",abdullahmustafa194@gmail.com
563,Ampera.co,Siber,"Siera Syailendra, SE, M.Si","Siera Syailendra, SE, M.Si",AMPERA VISI INDONESIA,Sumatera Selatan,"Jl. Raya Kencana (Kawasan Kenten City), Komp. Kencana Damai Blok AM No. 4, RT. 060, RW. 010, Kel. Sukamaju, Kec. Sako - PALEMBANG, Sumatera Selatan",ampera.co@gmail.com
564,Kanalinspirasi.com,Siber,Muhammad Hamzah,Muhammad Hamzah,Media Kanal Inspirasi,Aceh,JL. Shalihin Gampong Lamglumpang Kecamatan Ulee Kareng Kota Banda Aceh,redaksi.kanalinspirasi@gmail.com
565,bidik,Cetak,Edi Sunarko Ronggo Degdo,Edi Sunarko Ronggo Degdo,Pulitzer Indonesia Media,Jawa Timur,Jl. Jembatan Merah No. 4 Surabaya.,bidik.co.id@gmail.com
566,warganet.co,Siber,Kavilah Somarito,Kavilah Somarito,PT WARGA POS MEDIA,Riau,"Jalan Baharuddin Yusuf Rt.001 Rw 013 Kelurahan Tembilahan Kota, Kecamatan Tembilahan, Kabupaten Indragiri Hilir, Provinsi Riau.",warganetredaksi@gmail.com
567,kupasonline.com,Siber,SRI AGUSTINI,SRI AGUSTINI,CAHAYA IKHWAN MULTIMEDIA,Sumatera Barat,"Jln. Bukit Napa No. 3 RT 01, RW 02, Kelurahan Kuranji, Kecamatan Kuranji, Kota Padang, Sumatera Barat (Sumbar)",kupasonline1@gmail.com
568,Surat Kabar Harian Mata Banua,Cetak,ZAINAL HELMIE,ZAINAL HELMIE,PT Cahaya Media Utama,Kalimantan Selatan,Jl. Brigjen TNI H Hasan Basry No.27 RT.16 Kayu Tangi. Banjarmasin Kodepos 70125,iklan.matabanua@yahoo.com
569,KILASRIAU.com,Siber,SAFARI AL ROYYAN SYAPRUDDIN,SAFARI AL ROYYAN SYAPRUDDIN,PT. MEDIA SUMBER INDAH RIAU,Riau,"JL. SABILAL MUHTADIN, KELURAHAN TEMBILAHAN HULU, KECAMATAN TEMBILAHAN HUILU, KABUPATEN INDRAGIRI HILIR, PROVINSI RIAU",redaksikilasriau2018@gmail.com
570,www.publiksatu.co,Siber,Irwansyah Amunu,Irwansyah Amunu,PT Media Online Publiksatu Com,Sulawesi Tenggara,"Jl, Sipanjonga No. 29 Kota Baubau, Provinsi Sulawesi Tenggara",officepubliksatu.co
571,gelagatsumsel.net,Siber,Zainal Piliang,Zainal Piliang,Vesja Bersaudara Multimedia,Sumatera Selatan,"Jl Mayor Tjik Agus Kiemas, Kepur Kawasan Islamic Center Muara Enim, Sumatera Selatan",redaksigsnet@gmail.com
572,teropongsenayan.com,Siber,Aries Kelana,Aries Kelana,PT. Entitas System Indonesia,DKI Jakarta,"Komplek Perkantoran Golden Centrum Jalan Majapahit No.26 Blok Q Lantai 2
Gambir, Jakarta Pusat, Indonesia",entitassystem@gmail.com
573,VISI.NEWS,Siber,MOCH. ZULKIFLI,MOCH. ZULKIFLI,PT. VISI DIGITAL INTERNASIONAL,Jawa Barat,"Jln. Raya Laswi Baleendah, Kab. Bandung 40375 Telp.  (022) 85942916 Fax.  (022) 85942916",aepsabdullah@gmail.com
574,Pojok Kiri Media,Cetak,Edi Sunarko Ronggo D,Edi Sunarko Ronggo D,PT. POJOK KIRI MEDIA,Jawa Timur,"GAYUNGSARI TIMUR 35 KOMPLEK NU Gayungan, Surabaya",redaksipojokkiri@gmail.com
575,FaktualNews.co,Siber,Adi Susanto,Adi Susanto,Susanto Bersaudara Intermedia Pers,Jawa Timur,"Jombang Citra Raya Blok E1 No.13,
Jl. Prof. M. Yamin, Pandanwangi, Kec. Diwek, 
Kab. Jombang, Jawa Timur, 61471",redaksi@faktualnews.co
576,Kabardaerah.com,Siber,Ikhlas Darma Murya,Ikhlas Darma Murya,PT KABAR DAERAH INDOMEDIA,Sumatera Barat,"Jalan Kampung Kalawi, Gang Bali No. 6D, RT 003/RW 003, Kel. Lubuk Lintah, Kec. Kuranji, Kota Padang, Provinsi Sumatera Barat",mediakabardaerah@gmail.com
577,dara.co.id (daulatrakyat),Siber,Rahmat Sudarmaji,Rahmat Sudarmaji,DAULAT RAKYAT INDONESIA,Jawa Barat,"Jl. Terusan Kopo No. 241, Km 13,4 Katapang Soreang Kabupaten Bandung, Jawa Barat, 40971",redaksidara@gmail.com
578,terabasnews.com,Siber,HM. AMIN SOELTHON,HM AMIN SOELTHON,TERABAS PERSINDO PERKASA,Kepulauan Bangka Belitung,JL Delima 1 no 276 Rt 04/02 Taman bungan gerunggang,tryhardi21@gmail.com
579,SIGER TV,Televisi,M. AGUNG DHARMAJAYA,RAHMAT SUDIRMAN,PT SIGER MEDIA LAMPUNG,Lampung,JL. KH AGUS SALIM GG. CEMPAKA NO. 03 KEL. SUKADANAHAM KEC. TANJUNG KARANG BARAT,adm.sigertv@yahoo.com
580,idnpro.co,Siber,Abbas Abdurrahman,Abbas Abdurrahman,BATAM MEDIA KREATIF,Kepulauan Riau,"Town House Nicco Residence Blok B1 No. 09 Jl. Raja H. Fisabilillah, Sadai, Batam, Kepulauan Riau 29432 
idn.pro@yahoo.com",idn.pro@yahoo.com
581,tagar.id,Siber,Fetra Christianos Tumanggor,Fetra Christianos Tumanggor,PT Tagar Hexa Utama,DKI Jakarta,"Jalan Cawang Baru Utara Nomor 25, Cipinang Cempedak, Jatinegara, Jakarta Timur",fetratumanggor@gmail.com
582,Radar Jombang,Cetak,Sofyan Hendra Fatkhurohman,Sofyan Hendra Fatkhurohman,Jombang Intermedia Pers,Jawa Timur,JL Airlangga no 10 Jombang,radar_jombang@yahoo.com
583,langgam.id,Siber,Hendra Makmur,Hendra Makmur,PT Langgam Media Siber,Sumatera Barat,"Komplek Cendana Andalas Jalan Beo  No 1 RT 02 RW 01, Kelurahan Andalas Kecamatan Padang Timur, Kota Padang, Sumatera Barat.",langgamid@gmail.com
584,klikinfokota.co.id,Siber,Morina Riau,Morina Riau,Azka Jaya Media,Kepulauan Riau,"Jl. Pompa Air No. 7 KM 2, Tanjungpinang",redaksi.klikinfokota@gmail.com
585,SKU Sriwijaya ekspres,Cetak,Aan Sartana,Aan Sartana,PT. SRIWIJAYA EKSPRESS INDONESIA,Sumatera Selatan,Jl Sido Ing Kenayan Rt 16 Rw 6 Kel Karang Anyar Kec Gandus Palembang,sriwijayaekspress@gmail.com
586,ayojakarta.com,Siber,Rahim Asyik,Aldi Gultom,PT Ayo Media Jakarta,DKI Jakarta,"Jl. Tebet Timur Dalam I J No.21, RT.4/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",jakarta@ayomedia.com
587,KSTV,Televisi,Kanti Wiyoto,Kanti Wiyoto,PT. Kediri Global Mediatama,Jawa Timur,Ruko Hayam Wuruk Blok F4-5 Kota Kediri,yacob_bastian@yahoo.com
588,indopolitika.com,Siber,Samsudin,Rizal Maulana Malik,PT. Indopolitika Media Independen,Banten,"Ruko Golden Road ITC BSD, Jl. Pahlawan Seribu Blok C28/35, Lengkong Gudang, Kec. Serpong, Kota Tangerang Selatan, Prov. Banten",redaksi@indopolitika.com
589,Jabar Ekspres,Cetak,Eriek Taopik,Eriek Taopik,Jabar Ekspres Media,Jawa Barat,Jalan Sukarno Hatta Nomor 627,redaksikoranjabarekspres@gmail.com
590,Brata Pos Media,Cetak,Zaibi susanto,Zaibi susanto,Brata Pos Media,Jawa Timur,Perum Benowo Trade Center Blok b No 26 Kecamatan Menganti Kabupaten Gresik,redaksibratapos@gmail.com
591,Cahaya Baru,Cetak,Abdurrahman Ubaidah,Abdurrahman Ubaidah,AHU-29744.40.10.2014,Jawa Timur,Dukuh Kupang Timur XVII No 42 Surabaya,cb.pancajaya@gmail.com
592,mediakendari.com,Siber,La Ode Adnan Irham,La Ode Adnan Irham,PT. Mediatama Group,Sulawesi Tenggara,"Jl. Kakatua Nomor 66 Benu Benua, Kecamatan Kendari Barat, Kendari, Sulawesi Tenggara..
Wa. (+62) 821 9050 5583 – (+62) 0852 1300 0785
Penerbit : PT. KENDARI MEDIATAMA GROUP
Email : office@mediakendari.com",office@mediakendari.com
593,rubriksultra.com,Siber,Yos Hasrul,Yos Hasrul,PT Kumparan Sultra Alva Media,Sulawesi Tenggara,Jl. Perintis No.37 Kel. Katobengke Kec. Betoambari Baubau Sulawesi Tenggara,redaksi.kumparansultra@gmail.com
594,Suara Kalteng,Cetak,H Sutransyah,H Sutransyah,Suara Kalteng Press,Kalimantan Tengah,"Jl. G. Obos VIII, No. 179 Palangka Raya - Kalimantan Tengah",redaksisuka@yahoo.com / skmsuarakalteng@gmail.com
595,kabarxxi.com,Siber,MANSAR,MANSAR,KABAR INTERMEDIA INDONESIA,Banten,"Jl. Syech Nawawi Albantani Link. Cigebug, Kel/Desa, Kecamatan, Kota Serang, Banten",teguhakbar218@gmail.com
596,Derap Kalimantan,Cetak,IRWANSYAH,IRWANSYAH,PT ADIVA PUTRI KALIMANTAN,Kalimantan Selatan,Jl Mesjid Jami RT.04 No.09 Kelurahan Surgi Mufti Banjarmasin Utara 70121,rusdiroyan@gmail.com
597,Infoinhil.com,Siber,Uparlin TS. Maharadja,Uparlin TS. Maharadja,PT MEDIA GEMILANG INDRAGIRI,Riau,"HOTEL ARRAHMAN 2
Jl. Suntung Ardi (Malagas)",infoinhil@gmail.com
598,Radar Banyuwangi,Cetak,Syaifuddin Mahmud,Syaifuddin Mahmud,PT Banyuwangi Intermedia Press,Jawa Timur,"Jl. Brawijaya No.77, Kebalenan, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68417",beritaraba@gmail.com
599,Padangkita.com,Siber,Montosori,Montosori,PT. Padangkita Multimedia Pers,Sumatera Barat,"Jalan Alai Timur II No. 7 Padang, Sumatera Barat",redaksi@padangkita.com
600,KORAN PADANG,Cetak,YUNAIDI JARAT,YUNAIDI JARAT,PT SURAT KABAR HARIAN UMUM KORAN PADANG,Sumatera Barat,"Jl. Ujung Gurun No.61B Kelurahan Ujung Gurun, Kecamatan Padang Barat, Provinsi Sumatera Barat.",trainee.koranpadang@gmail.com / hariankoranpadang@gmail.com
601,Radar Jember,Cetak,MS Rasyid,A Choliq Baya / MS Rasyid,PT Jember Intermedia Pers,Jawa Timur,JL A Yani 99 Jember,cho@jawapos.co.id
602,harianhaluan.com,Siber,Zul Effendi,Zul Effendi,HALUAN CYBER MEDIA,Sumatera Barat,"KOMPLEK BANDARA TABING LANUD, PARUPUK TABING, KOTO TANGAH",haluancybermedia@gmail.com
